年,月,日,ビール消費支出
2016,6,10,33.94
2016,6,11,37.36
2016,6,12,57.78
2016,6,13,13.93
2016,6,14,22.81
2016,6,15,28.3
2016,6,16,32.17
2016,6,17,39.75
2016,6,18,52.13
2016,6,19,58.77
2016,6,20,23.76
2016,6,21,22.2
2016,6,22,26.63
2016,6,23,19.05
2016,6,24,32.51
2016,6,25,39.75
2016,6,26,47.36
2016,6,27,31.36
2016,6,28,34.81
2016,6,29,29.74
2016,6,30,27.73
2016,7,1,41.22
2016,7,2,38.47
2016,7,3,62.38
2016,7,4,36.81
2016,7,5,39.97
2016,7,6,48.41
2016,7,7,41.74
2016,7,8,41.09
2016,7,9,28.9
2016,7,10,93.8
2016,7,11,31.55
2016,7,12,44.86
2016,7,13,39.29
2016,7,14,29.01
2016,7,15,47.47
2016,7,16,40.12
2016,7,17,61.38
2016,7,18,50.77
2016,7,19,31.67
2016,7,20,26.71
2016,7,21,30.25
2016,7,22,27.12
2016,7,23,49.41
2016,7,24,48.44
2016,7,25,31.39
2016,7,26,26.83
2016,7,27,34.58
2016,7,28,27.58
2016,7,29,32.54
2016,7,30,49.14
2016,7,31,55.28
2016,8,1,41.49
2016,8,2,37.69
2016,8,3,39.11
2016,8,4,41.23
2016,8,5,42.28
2016,8,6,46.62
2016,8,7,61.49
2016,8,8,32.94
2016,8,9,55.11
2016,8,10,63.57
2016,8,11,69.29
2016,8,12,86.38
2016,8,13,85.37
2016,8,14,65.57
2016,8,15,51.43
2016,8,16,34.47
2016,8,17,33.01
2016,8,18,17.34
2016,8,19,22.92
2016,8,20,47.61
2016,8,21,31.04
2016,8,22,20.57
2016,8,23,35.77
2016,8,24,24.99
2016,8,25,25.07
2016,8,26,32.57
2016,8,27,35.74
2016,8,28,46.53
2016,8,29,19.54
2016,8,30,22.26
2016,8,31,24.9
2016,9,1,22.69
2016,9,2,29.65
2016,9,3,19.86
2016,9,4,28.87
2016,9,5,20.02
2016,9,6,29.28
2016,9,7,18.07
2016,9,8,16.68
2016,9,9,17.36
2016,9,10,29.9
2016,9,11,26.2
2016,9,12,17.51
2016,9,13,12.6
2016,9,14,20.93
2016,9,15,16.7
2016,9,16,23.6
2016,9,17,32.46
2016,9,18,32.03
2016,9,19,29.77
2016,9,20,19.89
2016,9,21,25.79
2016,9,22,31.77
2016,9,23,17.13
2016,9,24,30.57
2016,9,25,33.38
2016,9,26,20.39
2016,9,27,15.58
2016,9,28,12.68
2016,9,29,20.19
2016,9,30,18.78
2016,10,1,28.15
2016,10,2,39.71
2016,10,3,19.46
2016,10,4,25.29
2016,10,5,21.35
2016,10,6,20.44
2016,10,7,16.84
2016,10,8,40.37
2016,10,9,31.33
2016,10,10,17.83
2016,10,11,15.04
2016,10,12,12.95
2016,10,13,12.1
2016,10,14,22.25
2016,10,15,25.7
2016,10,16,28.73
2016,10,17,14.62
2016,10,18,21.55
2016,10,19,21.02
2016,10,20,35.64
2016,10,21,29.29
2016,10,22,29.97
2016,10,23,25.0
2016,10,24,16.51
2016,10,25,23.28
2016,10,26,27.51
2016,10,27,11.97
2016,10,28,18.47
2016,10,29,29.77
2016,10,30,29.71
2016,10,31,13.97
2016,11,1,18.65
2016,11,2,30.24
2016,11,3,29.69
2016,11,4,22.59
2016,11,5,26.52
2016,11,6,31.62
2016,11,7,14.57
2016,11,8,15.2
2016,11,9,14.89
2016,11,10,14.3
2016,11,11,20.0
2016,11,12,37.22
2016,11,13,20.23
2016,11,14,10.97
2016,11,15,19.87
2016,11,16,19.75
2016,11,17,32.5
2016,11,18,31.52
2016,11,19,31.83
2016,11,20,32.49
2016,11,21,23.87
2016,11,22,18.02
2016,11,23,24.46
2016,11,24,21.53
2016,11,25,22.98
2016,11,26,33.83
2016,11,27,27.89
2016,11,28,16.13
2016,11,29,21.85
2016,11,30,22.77
2016,12,1,36.38
2016,12,2,28.54
2016,12,3,57.98
2016,12,4,42.0
2016,12,5,31.41
2016,12,6,21.89
2016,12,7,31.71
2016,12,8,30.49
2016,12,9,39.49
2016,12,10,44.91
2016,12,11,44.77
2016,12,12,36.16
2016,12,13,22.73
2016,12,14,23.18
2016,12,15,26.65
2016,12,16,35.27
2016,12,17,35.58
2016,12,18,59.03
2016,12,19,32.0
2016,12,20,34.16
2016,12,21,36.39
2016,12,22,52.95
2016,12,23,48.02
2016,12,24,57.01
2016,12,25,73.36
2016,12,26,44.51
2016,12,27,41.05
2016,12,28,65.2
2016,12,29,86.44
2016,12,30,99.34
2016,12,31,92.96
